"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Category","Is Action Temporary?","Done By","Status"
"Aug","06-08-2024 T16:00","Injector","Housing-1","HOUSING MOULDING","EIHS-091","B","BM","80","robot hang for unloading station ,robot part not pick up during unloading at die","robot hang AT  unloading station","robot IO 555 SIGNAL NOT COMING","UNLAODING GUIDE UN CHICK SIGNAL NOT COMING","UN LOADING GUIDE NOT PROPER UNCHUCK","ROBOT IO CABLE CAME BETWEEN UNLOADING GUIDE  FINISH PART UNLOADING STATION CYLINDER","ROBOT IO CABLE DRESSING DONE ,ROBOT ROTARY CYLINDER SPEED ADJUST THEN OK","CABLE TYPE CHANGE FROM HARD TO FLEXIBLE ","Problem Category- Electrical,Breakdown Category- Process","No","Yogesh Kumar,Arun","Under MTD TL Approval"
"Aug","06-08-2024 T04:15","Injector","Housing-1","LASER MARKING","EIHS-101","C","BM","60","Insulation NG coming continue ","Insulation NG coming continue  ","Insulation wire broken and one probe damage ","During auto cycle probe touch on absodex jig","Probe mounting, cylinder was loose from threads","its thread wears out ","Replace probe , cylinder  and insulation wire re-thimbling done ","-","Problem Category- Both,Breakdown Category- Wear","No","Tinku,Anil Kumar","Under PRD TL Approval"
"Aug","07-08-2024 T15:10","Fuel Pump","SIFS # 6","Pump and supporter assy M/C","M-EN-FP-SIF-6-050-1","B","BM","20","Filter press fliting punch not press to Regulator side filter ","Filter press fliting punch not press to Regulator side filter ","Filter press fliting punch press half lock to Regulator side filter ","Filter press fliting punch height not match as per PF stroke","Punch height not match as per drawing "," Actual cause not clear suspected cause  May B change over as per model wise ","We have no spare punch , so temporary punch unit mount with side slot guide port at place of top mounting","New punch drawing given to MMD san for making new, after that we confirm on mc.","Problem Category- Mechanical,Breakdown Category- Process","Yes","Yogesh Kumar,Arun","Completed"
"Aug","07-08-2024 T01:35","Injector","UC # 3","SPRING AND  ADJ.PIPE ASSY ","UC3-080","C","BM","40","Loading Check condition fault","Double AJP were being loaded in Table jig ","AJP were being stuck with each other ","Due to oil accumulation ","Oily enviornment","","Feeding path open and cleaned ,Feeding path air blow increased,Again feeding path cleaned ","","Problem Category- Mechanical,Breakdown Category- Process","No","Gaurav","Under MTD HOSS Approval"
"Aug","09-08-2024 T16:00","Injector","Housing-2","WIRE WINDING","HSG2- 2010","B","CM","40","part pick & place up down cylinder moction ng","Machine cycle time higer coming","Part pick & place unit upword motion slow","Insufficient air pressure","Air leakage from cylinder","Cylinder rod seal found wear out","Cylinder change with new","Old cylinder seal replaced with new & kept in Almirah for future use.","Problem Category- Pneumatic,Breakdown Category- Part-Failure","No","Yogesh Kumar,Arun","Completed"
"Aug","09-08-2024 T23:50","Injector","Housing-4","TERMINAL PRESSFIT & HEIGHT CHECK","HSG4-1010","C","BM","65","Pallet escape cylinder LS fault coming ","Pallet escape cylinder LS fault coming","Pallet escape cylinder down 2nd read switch confirmation not coming ","Its down 2nd rod stuck inside ","Cylinder inside seal was damage","Cylinder life over ( 5 years & 10000 cycle daily)","Escape cylinder replace with new and alignment done ","Escape cylinder replace with new","Problem Category- Pneumatic,Breakdown Category- Wear","No","Tinku,Anil Kumar","Under PRD TL Approval"
"Aug","13-08-2024 T06:15","Fuel Pump","Suction Filter","Assy dust suction","M-EN-FP-SUF-1-080-1","A","BM","30","Machine auto cycle not start","Machine auto cycle not start","door close signal not coming","door close confermantion sensor not working","sensor head damage","suspected door hit on sensor head","sensor change with new","sensor  to be installed at such a position that gap is maintained from the door","Problem Category- Electrical,Breakdown Category- Part-Failure","No","Yogesh Kumar","Completed"
"Aug","13-08-2024 T11:00","Fuel Pump","FP-Assy","PERFORMANCE INSPECTION","M-EN-FP-FPA-1-230-1,2","A","BM","60","Residual pressure is coming in L-90 model","Residual pressure NG coming continue (Not in auto line production part)","Residual pressure have more variation (155 to 210 kpa)","PRD san run some PED san trial part run","May B some data required to PED /PRD san","Cause Not clear ","We adjust  pressure regulator as per trial part & reverd back a per line running OK part.",".Correlation activity carried out by PED","Problem Category- Electrical,Breakdown Category- Process","No","Yogesh Kumar,Arun","Completed"
"Aug","13-08-2024 T13:40","Fuel Pump","FP-Assy","PERFORMANCE INSPECTION","M-EN-FP-FPA-1-230-1,2","A","BM","80","Residual pressure ng is coming second station due to part inclind set in jig","Residual pressure continue NG (Zero) coming at St-2 Jig-4 only","Pressure not create by pump
","Pump have no power supply during resudual pressure checking","Power supply contact probe not touch with part terminal","Contact probe got bend (why bend not claer)","Contact probe change with spare new & align as per part setting.,Prd change part guide seal (down side)","cause under analysis","Problem Category- Electrical,Breakdown Category- Allignment","No","Yogesh Kumar,Anil Kumar,Arun","Completed"
"Aug","13-08-2024 T15:20","Injector","Housing-1","FUSHING END BENDING","EIHS-061","B","BM","60","Finish side fusing caution fault coming in every cycle ","In finish side (2nd st.) caution fault coming continue  ","Front electrode forward time hit on spool ","Electrode not on proper position","Electrode holder mounting misaligned","Its unit mounting one bolt was loosed ","Electrode replace by PRD TM  with new but same ,Front electrode unit alignment done as per master left / Right , and Up/ Down   after that machine running ok. ","In its unit both bolt side marking done with paint marker for future referance ","Problem Category- Mechanical,Breakdown Category- Allignment","No","MUKESH KUMAR,Anil Kumar,Sachin Surya","Under PRD TL Approval"
"Aug","13-08-2024 T14:50","Injector","UC # 3","BACK UP RING PRESS FIT","UC3-010","B","BM","25","Robot home position not coming","Robot home position was not coming.","BUR transfer gripper not showing home position","Gripper transfer up/down cylinder downward confirmation not showing.","BUR was found stuck in between the cylinder.","It was stuck during transfer cycle.","Remove the stuck BUR from cylinder.After that make all home position & run the machine.","Already request to PRD for cleaning during PQ time.","Problem Category- Mechanical,Breakdown Category- Process","No","SOURABH GUPTA,Bikash Pradhan","Under MTD HOSS Approval"
"Aug","13-08-2024 T21:20","Injector","Housing-4","LASER MARKING MACHINE","HSG4-4020","B","CM","60","Step diamension comign Ng in some part (defect rate 7%) ","Step dimension coming Ng in some part","Value coming on higher side of spec.","In some part terminal height was on lower side","Terminal P/f machine side pressfit position reduced by 0.1 mm & magnescale setting also revert back as per discussion with PED","-","We checked all NG parts in off line jig found that its height was lower side.,Terminal P/f machine side pressfit position P12 reduced by 0.1 mm (Before : 146.50 ; After : 146.40).,After that terminal height fault was coming so as per discussion with PED, magnescale setting also revert back from 0.200 to 0.300.","To be discussed in CFT","Problem Category- Both,Breakdown Category- Process","Yes","Anil Kumar,Sachin Surya","Under PRD TL Approval"
"Aug","14-08-2024 T11:30","Fuel Pump","FP-Armature","ARMATURE CNC-4","M-EN-FP-ARM-1-140-4","A","BM","30","Abnormal sound during running","Abnormal sound came during cycle complete","Sound coming from spindle when its stop after processing.","When motor stop then Spindle side belt slip","Belt tension was little loose","Belt little expend","Spindle Belt change with spare new (Qty-4)",".","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Yogesh Kumar,Arun","Completed"
"Aug","14-08-2024 T12:43","Fuel Pump","FP-Armature","ARMATURE CNC # 3","M-EN-FP-ARM-1-140-3","A","CM","27","Oil leakage from m/c inside ","Oil leakage from m/c inside ","Oil coming from slide unit","At fix frequency lubrication oil pumping in slide ","MC process (as per maker specification)","To prevent slide jam/damage","We already confirm mc lubrication system with maker , no leakage.","Request to PRD san that this is mc design, & please clean mc at set frequency.","Problem Category- Mechanical,Breakdown Category- Design","No","Yogesh Kumar,Arun","Rejected"
"Aug","14-08-2024 T12:45","Fuel Pump","FP-Armature","ARMATURE CNC-4","M-EN-FP-ARM-1-140-4","A","CM","25","Oil leakage m/c top side oil pipes ","Oil leakage m/c top side oil pipes","MC top side oil collect tray is full by lubrication oil","Tray not clean","Cleaning frequency b available at prd side",".","We already check mc with maker , he check & suggest this is not oil leakage, but is lubrication oil which is used for slide after  at set frequency.","Request to PRD san please clean tray, mc inside after set a frequency , as per you.","Problem Category- Mechanical,Breakdown Category- Design","No","Yogesh Kumar,Arun","Rejected"
"Aug","14-08-2024 T15:35","Injector","Housing-4","LASER MARKING MACHINE","HSG4-4020","B","CM","85","Step dimension ng coming all cavity","Part value coming on higher side of spec.
(Spec. : 10.30 ~ 10.70)","Misjudgement from magnescale (Some Ok part also coming NG)","Measurement value variation coming, higher to actual 40 micron","M/C and outside gauge mismatch","under analysis","Checked & found variation of 50 to 70 microns was available in M/c side magnescale value & offline gauge.,N=5 NG Parts taken from machine & PRD took offline data & same parts run in machine again to get the magnescale value & found variation,Step dimension masters checked & found Ok,PED changed the PRESET value of LG3 & LG4 from 10.60 to 10.56 after that variation between magnescale & offline gauge was minimum. ,Again, step dimension masters checked & found Ok.,PRD run the line & found defect rate reduced from 7% to 2%.","1. PED changed the PRESET value of LG3 & LG4 from 10.60 to 10.56.
2. Both amplifiers (LG3 & LG4) locked.","Problem Category- Both,Breakdown Category- Process","No","MUKESH KUMAR,Anil Kumar,Sachin Surya","Under MTD HOSS Approval"
"Aug","14-08-2024 T05:46","Fuel Pump","FP-Assy"," BEARING HOLDER PRESS FITTING","M-EN-FP-FPA-1-020-1","C","BM","30","touch sensor not working","machine judgement ng coming","touch sensor not working","touch sensor tip portion damage","touch sensor lock nut was come out,..","..","ouch sensor change with new and as per master sensor position adjusted done then ok","so touch sensor change with new and as per master sensor position adjusted done then ok","Problem Category- Electrical,Breakdown Category- Part-Failure","No","Tinku,Salman ","Completed"
"Aug","16-08-2024 T21:05","Injector","Housing-3","WIRE WINDING","HSG3-2010","B","BM","20","camera 1 ng coming","camera 1 ng coming","wire short coming in start side ","crimping not happened ","suspected cutter may be little bit wear out ","","so winding mc 4th st. crimping adjust then ok ",".","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Tarkeshwar Prasad","Under MTD TL Approval"
"Aug","16-08-2024 T17:10","Injector","Housing-3","WIRE WINDING","HSG3-2010","B","BM","30","wire broken in 4 th st.","wire broken in 4 th st.","proper not insert in terminal ear","wire nozzle bend ","","","wire nozzle bend so change with new prd side , and also crimping adjust ",".","Problem Category- Mechanical,Breakdown Category- Allignment","No","Tarkeshwar Prasad","Under MTD TL Approval"
"Aug","17-08-2024 T13:34","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","A","BM","","","","","","","","","","","","Yogesh Kumar","Assigned"
"Aug","18-08-2024 T10:30","Injector","UC#1","LIFT INSPECTION","EICI-041","A","CM","40","Measurment completion Fault was coming","Measurment cylinder down confirmation was not coming","Cylinder motion was hard ","Seal damage","Run from long time","na","Cylinder changed with new ,GT sensor preset done ",".","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Parveen Kumar,Bikash Pradhan","Under MTD HOSS Approval"
"Aug","20-08-2024 T06:20","Fuel Pump","FP-Armature","MOULDING","M-EN-FP-ARM-1-120-1","A","BM","60","Dryer unit temperature rising not happen ","Dryer unit temperature rising not happen  ","Heater side input voltage not available ","Heater supply voltage  controlled  contactor On not happen ","MC02 contactor coil Open","Root cause under analysis .","Replace contactor with new after that ok","Also add in PM check sheet ( 1/3 M )","Problem Category- Electrical,Breakdown Category- Part-Failure","No","Anil Kumar,Tarkeshwar Prasad","Completed"
