"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"May","09-05-2024 T21:50","Mounting","AOI-7","Unloader","EETP-110","B","CM Entry","20","Card stuck issue coming,,AS per prd inform card stuck with stocker  side","","","","","","Finally prd stocker change after that check found ok,,observation and check no abnormality found  ,Suspected stocker side issue problem  ","","Both","Process","No","Sreekanth Sasi,Indrajit Behera","OK"
"May","09-05-2024 T00:45","Mounting","MA4","NPM-02","EETP-104","C","CM Entry","10","","","","","","","M/c restart, then OK.","","Electrical","Design","Yes","Mangal Ram Kanwar,Mukesh","OK"
"May","08-05-2024 T23:50","Mounting","MA5","NPM-1","EETP-111","","CM Entry","30","M/c hang issue during change over","","","","","","","","Electrical","Design","Yes","Jaydev Mal,Dalip Khajuria","OK"
"May","08-05-2024 T23:50","Final Assy","","","","","PED Support","30","","","","","","","All assoseries connection done","","Both","","No","Anshul Gupta,Mangal Ram Kanwar,Jaydev Mal,Dalip Khajuria,Mukesh","OK"
"May","09-05-2024 T05:30","Mounting","MA5","","","","CM Entry","20","Activity for flux drop problem coming","","","","","","Flux collector motor inverter frequency increase from 45 to 50 Hz","","Electrical","","No","Jaydev Mal,Dalip Khajuria","OK"
"May","09-05-2024 T10:00","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BD with No Loss","60","Activity for Machine hang issue.","","","","",""," 1: PC changed with Latest version (DIO Unit) Hard disk after that Checked found ADI unit initialization error occur so revert back.","","Electrical","Part-Failure","Yes","Neeraj,Sandeep Dhama","OK"
"May","09-05-2024 T07:00","Final Assy","FA-WP3","Silicon Below connector","EEAT-153","A","Documentation","120","","","","","","","Silicon Machine pump pail can spare part ordered .","","","","No","Neeraj",""
"May","10-05-2024 T06:30","Final Assy","FA-AB1","Packaging jig-01","EEAT-114","A","BD with No Loss","15","Poka-yoke not working in NG master. ","","","","","","Check & found cylinder detection sensor continue On ,So adjust from its mounting after that ok.","","Electrical","","No","Neeraj,Subhash Sheoran","OK"
"May","10-05-2024 T06:35","Final Assy","FA-WP2","Air leak-01","EEAT-083","A","BD with No Loss","20","detect & vacuum pressure was low coming in daily Check time.","","","","","","Detect pressure = 2.61,vacuum pressure = -5.27,Checked vacuum pressure gauge found -17 ,It should be set in -20 ,So set in -20 & adjust from valve A after that ok.","","Pneumatic","","No","Neeraj,Subhash Sheoran","OK"
"May","10-05-2024 T10:10","Mounting","MA5","Multi-Magzine Unloader","EETP-086","A","CM Entry","10","After full stocker not come out","","","","","","Check and found stocker corner was broken","","Mechanical","Wear","No","Gagandeep","OK"
"May","10-05-2024 T09:30","Mounting","MA5","Traverser with QR Reader","EETP-079","","CM Entry","30","Card not send to NPM","","","","","","Found machine not send the card npm so all machine off before npm after that ok","","Electrical","Wear","No","Gagandeep","OK"
"May","10-05-2024 T09:00","Mounting","MA5","Traverser with QR Reader","EETP-079","","PRD Support","120","ESD 1door  was fall down","","","","","","Wad door was fall down so found plate was broken,Plate open and welding done ,Plate installation done door assay done now run ok ","","Mechanical","Wear","No","Gagandeep","OK"
"May","10-05-2024 T09:00","Final Assy","","","","A","PED Support","300","New product set-up on going for CBMU","","","","","","System check on going,Page no. 51~61 & 70~75 completed","","Electrical","","No","Subhash Sheoran","OK"
"May","10-05-2024 T07:00","Final Assy","","","","A","CM Entry","20","Abnormal sound coming in Flash probe holder in Sealer block -1","","","","","","Check its slide plate screw was missing , so new screw replaced & slide plate lubrication done.","","Mechanical","Human","No","Subhash Sheoran","OK"
"May","10-05-2024 T15:00","Final Assy","ENG Sealer Block-02","Spray Sealer","EEAT-194","B","CM Entry","10","Humseal temp. out off range error coming ,Humiseal  tamp. value coming 46","","","","","","Finally error reset and m/c origin after that wait then temp. coming 42 after that m/c run ok ,","","Electrical","Process","No","Indrajit Behera","OK"
"May","10-05-2024 T17:00","Mounting","MA7","","","","BD with No Loss","10","Temperature of m/c is out of range error coming,,M/C side temperature value higher side coming 36 ","","","","","","Finally squeegee head move in m/c front side, Then m/c origin after that m/c run ok,","","Both","Process","No","Indrajit Behera","OK"
"May","10-05-2024 T15:30","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","","CM Entry","10","Cycle time loss issue coming,,Dummy dispense every cycle ","","","","","","Setting check found nozzle harden timer-1 setting OFF found,,Finally setting change OFF To ON after that ok,","","Both","Process","No","Jatinder Singh,Indrajit Behera","OK"
"May","10-05-2024 T19:20","Mounting","MA4","Buffer Conveyor","EETP-055","B","BD with No Loss","20","PCB stuck issue coming,,Slot No-4 PCB transfer time problem coming,Fixed side conveyor slot No-4 belt damaged found","","","","","","Finally damage belt take out and new spare belt  install after that ok,","","Mechanical","Wear","No","Indrajit Behera","OK"
"May","10-05-2024 T14:30","","","","","B","Documentation","180","FA-3 NWP Sealer M/c Problem data Check  Activity ","","","","","","Problem Data Check in log Book ","","","","No","Jatinder Singh,Dipshikha","OK"
"May","10-05-2024 T20:00","","","","","","Documentation","90","Request sheet Fill Up Activity","","","","","","Request Sheet Fill Up","","","","No","Jatinder Singh","OK"
"May","10-05-2024 T19:00","Mounting","MA6","SPG 2","EETP-116","","BD with No Loss","10","Error code -C90 COMING ,C-90 error, chiller unit water tank full","","","","","","Finally water tank emptied by prd ,Then error reset and m/c run ok,","","Both","Process","No","Indrajit Behera","OK"
"May","10-05-2024 T18:30","Mounting","MA6","SPG 2","EETP-116","","BD with No Loss","10","Extra sealer coming on connector side, (YCA MODEL)","","","","","","Finally coat -2 width check found 10:50 coming ,Finally coat-2 width adjusts meant-10:50 To 9:50 after that ok","","Electrical","Process","No","Indrajit Behera","OK"
"May","10-05-2024 T20:30","Mounting","MA7"," TRAVERSER WITH PUSHER CONVEYOR","EETP-150","","BD with No Loss","20","Motorized pusher driver error coming,,Suspected stocker side issue  ","","","","","","Finally pcb manually push by hand  after that m/c origin after thta m/c run ok ,","","Electrical","Process","No","Indrajit Behera","OK"
"May","10-05-2024 T17:10","Final Assy","","","","B","Documentation","20","Feedback on Yokoten received from OGC .","","","","","","All tester ,Flash & VCS Wire harness cable conditon check data make and send to QAD (Feedback on Yokoten received from OGC .)","","","","No","Sreekanth Sasi",""
"May","10-05-2024 T17:30","","","","","B","Documentation","245","PM check sheet preparation","","","","","","FA-4 WP All M/C PM check sheet prepared on PM system,2 M/C Pending","","","","Yes","Dipshikha",""
"May","10-05-2024 T18:00","Final Assy","","","","","Documentation","90","","","","","","","MTD KPA preperation under going on (Final Assy line),All line graphs and details written on the sheet.","","","","No","Sreekanth Sasi",""
"May","10-05-2024 T15:00","Meter Assy","Meter 3","Calibration Machine","M3M-008","B","PRD Support","450","Calibration (DR-1) workbench swapped with Auto inspection (DR-4)","","","","","","Calibration (DR-1) workbench swapped with auto inspection (DR-4).,Both machine connection done ,Machine power ON and master check found OK","","Both","Human","No","Ujjawal","OK"
"May","10-05-2024 T00:00","Mounting","MA3","YS Loader","EETP-033","C","CM Entry","40","Chuck Error Coming","","","","","","Chuck Pad Changed with New,PCB Catcher Pressure revert back.","","Mechanical","Part-Failure","No","Jaydev Mal,Dalip Khajuria,Mukesh","OK"
"May","09-05-2024 T23:00","Final Assy","FA-AB1","HT Chamber-01","EEAT-116","","BD with No Loss","10","Door not locking (Door No. 2)","","","","","","Roller Side lubrication done.","","Mechanical","Wear","No","Dalip Khajuria","OK"
"May","10-05-2024 T11:00","Final Assy","FA-WP3","Silicon All-round","EEAT-156","C","BD with No Loss","20","Screw check Pokayoke not working (Pan jig No-4)","","","","","","During daily check, this problem coming,Problem coming on Pan jig no-4, So check on other all jig found ,working OK.,So jig no-4 hold and run with other jig. Request to PRD adjust jig by PMG","Request to PRD adjust jig ,by PMG.","Mechanical","Wear","Yes","Mangal Ram Kanwar,Jaydev Mal","OK"
"May","11-05-2024 T02:30","Mounting","MA5","NPM-6","EETP-080","","CM Entry","30","Activity for head-4 disable","","","","","","Check and found its nozzle centering was NG.,May be shaft bend","Shaft change on shutdown","Mechanical","Part-Failure","Yes","Dalip Khajuria","OK"
"May","13-05-2024 T10:51","Mounting","MA3","Reflow Oven","EETP-041","A","CM Entry","29","Zone-1 over heat alarm coming","","","","","","As per electrical  drawing CR-08 relay change with spare after that ok","","Electrical","Part-Failure","No","Ujjawal,Jatinder Singh","OK"
"May","13-05-2024 T06:51","Meter Assy","Meter 3","Inspection Machine","M3M-010","","CM Entry","19","Com port error coming ","","","","","","3 point PC application open and PSC PC restart then ok.","","Electrical","Wear","Yes","Ujjawal","OK"
"May","13-05-2024 T06:05","Final Assy","FA-WP4","LO-HI SCREENING MACHINE","EEAT-199","","CM Entry","10","Tester communication error ","","","","","","One time machine restart then ok","","Electrical","Wear","Yes","Ujjawal","OK"
"May","11-05-2024 T00:30","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","C","BD with No Loss","10","Extra Sealer Coming on Prohibited Area (YCA)","","","","","","Humiseal Width Adjusted from 10.20mm to 9.50mm","","Pneumatic","Design","No","Mangal Ram Kanwar,Jaydev Mal,Dalip Khajuria","OK"
"May","13-05-2024 T11:40","Final Assy","Spot Block-1","Spot-01","EEAT-096","C","BD with No Loss","10","Nozzle Id was wrong showing in Changeover in GP2A.","","","","","","Sensor No 1602 was not on so its set value changed 350 to 450 after that ok.","","Electrical","Design","Yes","Neeraj,Mukesh","OK"
"May","13-05-2024 T23:10","Mounting","MA3","CM212-3","EETP-039","C","BD with No Loss","10","Power On impossible BST stage.","","","","","","Bypass mode activated of Tb-2 as per B-shift .","","Both","Part-Failure","Yes","Neeraj,Mukesh","OK"
"May","13-05-2024 T21:00","Final Assy","","","","C","PED Support","300","New line set-up(VCS) for new production","","","","","","System check on going.,Step no.002 is coming upper limit(Above 14.000V),Step no.003 is not coming due to (PS-36) power supply OVP value not change","","Electrical","","No","Neeraj,Subhash Sheoran,Sreekanth Sasi,Mukesh","NG"
"May","13-05-2024 T06:00","","","","","A","CM Entry","5","Breaker not ON","","","","","","Finally breaker manually ON after that ok","","Electrical","Process","No","Indrajit Behera","OK"
"May","13-05-2024 T06:00","","","","","","BD with No Loss","5","Application has stopped working problem coming ,Application not working","","","","","","Finally application close /open  but same,,Finally one time m/c re-start after  that m/c origin after that ok,","","Electrical","Communication","No","Indrajit Behera","OK"
"May","13-05-2024 T11:20","","","","","","BD with No Loss","10","Live image monitor screen not coming","","","","","","Finally one time m/c re-start after that m/c origin after that ok,","","Electrical","Communication","No","Indrajit Behera","OK"
"May","13-05-2024 T12:30","Final Assy","FA-NWP3","FAL2-ENG-RT","EEAT-127","","BD with No Loss","10","Continue card failed at step No-717","","","","","","Finally production box swap with HT-Tester after that ok ","Need to probe pin No-83,197 change ","Electrical","Part-Failure","No","Indrajit Behera","OK"
"May","13-05-2024 T11:00","Final Assy","FA-WP3","Air Leak","EEAT-160","A","CM Entry","10","Machine hang issue problem coming","","","","","","One time USB cable-2 reconnected but same,Finally one time m/c re-start after that  daily check ok,Then m/c run ok","","Electrical","Design","No","Indrajit Behera","OK"
"May","13-05-2024 T10:30","Final Assy","FA-AB1","LT Chamber-01","EEAT-129","A","CM Entry","60","Activity for controller card change with maker","","","","","","Controller card change with new but status NG,So revert back original controller ","","Electrical","Part-Failure","No","Indrajit Behera","NG"
"May","08-05-2024 T17:20","Mounting","MA7"," TRAVERSER WITH PUSHER CONVEYOR","EETP-150","B","BD with No Loss","10","Motorized pusher driver error coming,Pusher not push in PCB ","","","","","","Finally pcb manually push with stocker ,Then m/c origin after that m/c run ok,","","Electrical","Process","No","Indrajit Behera","OK"
"May","13-05-2024 T17:20","Mounting","Laser Line-2","Laser Marking + Cleaner","EETP-099","B","CM Entry","15","QR reading fault coming (HONDA A/B , YCA ) model","","","","","","During runing time QR reading fault coming,QR level value 60% coming, so re-try done, but ng, so finelly 1 pcb scrapped, ,So laser marking camera cleaning done & macine re-start done, after that ok","","Electrical","Process","Yes","Mangal Ram Kanwar","OK"
"May","13-05-2024 T17:45","Mounting","MA7","DUAL LANE QR CODE READING CONVEYOR","EETP-147","B","CM Entry","10","Conveyer inlet jam error coming (lane-1)","","","","","","Pcb stuck between the NPM-2 & Dual lane conveyer m/c,  so jam pcb manually take out ,machine origin time fuse abonarmality error coming ,So cicuite protector CB16 trip found , so CP normaly on, after that ok","","Mechanical","Process","No","Mangal Ram Kanwar","OK"
"May","13-05-2024 T20:00","Mounting","MA3","CM212-3","EETP-039","B","CM Entry","120","Activity for Power ON impossible Error","","","","","","TP axis driver change  with spare,Then all connection done.","","Electrical","Part-Failure","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria","OK"
"May","14-05-2024 T04:25","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","B","CM Entry","15","Suction error coming  (Gp2y)","","","","","","During runing screw pickup time this problem come,so break time suction unit assy take out,  suction unit dirty found, ,So cleaning & lubrication  done, after that ok","","Mechanical","Process","No","Mangal Ram Kanwar,Mukesh","OK"
"May","15-05-2024 T02:40","Mounting","MA5","","","C","CM Entry","30","MASTER not ON after power off or emergency switch pressed.","","","","","","Master switch found faulty.,Replaced with new one","","Electrical","Part-Failure","No","Neeraj,Subhash Sheoran,Sreekanth Sasi","OK"
